iata; name; city; state; country; latitude; longitude; x; y; priority
H79; Eldon Model Airpark; Eldon; MO; USA; 38.360626; -92.57157; 0.61108696; 0.49472964; 2
H88; Municipal; Fredericktown; MO; USA; 37.605824; -90.287315; 0.6488608; 0.47105938; 2
H92; Hominy; Hominy; OK; USA; 36.433403; -96.38363; 0.5494128; 0.42488682; 2
H96; Benton Municipal; Benton; IL; USA; 38.006752; -88.93442; 0.67024577; 0.48770356; 2
H97; Pawnee Municipal; Pawnee; OK; USA; 36.383385; -96.81031; 0.5423362; 0.42319262; 2
HAB; Marion County; Hamilton; AL; USA; 34.117573; -87.9982; 0.69224024; 0.35270774; 2
HAE; Hannibal Municipal; Hannibal; MO; USA; 39.72449; -91.44368; 0.62790245; 0.5442083; 2
HAF; Half Moon Bay; Half Moon Bay; CA; USA; 37.51383; -122.50109; 0.12869455; 0.56411445; 2
HAI; Three Rivers Municipal; Three Rivers; MI; USA; 41.95975; -85.59339; 0.715138; 0.6349915; 2
HAO; Hamilton-Fairfield; Hamilton; OH; USA; 39.36449; -84.524574; 0.73798263; 0.5471271; 2
HAY; Haycock; Haycock; AK; USA; 65.20099; -161.15678; 0.16631517; 0.18579537; 2
HBC; Mohall Municipal; Mohall; ND; USA; 48.768383; -101.536995; 0.47908595; 0.862483; 2
HBG; Bobby L. Chain Municipal; Hattiesburg; MS; USA; 31.265066; -89.25303; 0.6751074; 0.24963766; 2
HBR; Hobart Municipal; Hobart; OK; USA; 34.991306; -99.05135; 0.50426096; 0.37527382; 2
HBV; Jim Hogg County; Hebbronville; TX; USA; 27.349556; -98.73697; 0.5049802; 0.10661632; 2
HBZ; Heber Springs Municipal; Heber Springs; AR; USA; 35.511692; -92.01301; 0.6226017; 0.39463603; 2
HCD; Hutchinson Municipal; Hutchinson; MN; USA; 44.858906; -94.38179; 0.579567; 0.7226666; 2
HCO; Hallock Municipal; Hallock; MN; USA; 48.75273; -96.943; 0.5426975; 0.85828364; 2
HDC; Hammond Municipal; Hammond; LA; USA; 30.52097; -90.41762; 0.65544486; 0.22128439; 2
HDE; Brewster; Holdredge; NE; USA; 40.452694; -99.33733; 0.5034581; 0.5685874; 2
HDH; Dillingham Airfield; Mokuleia; HI; USA; 21.579473; -158.19728; 0.33752465; 0.13754606; 2
HDI; Hardwick; Cleveland; TN; USA; 35.220074; -84.83244; 0.7433112; 0.40056008; 2
HDN; Yampa Valley; Hayden; CO; USA; 40.481182; -107.21766; 0.380384; 0.58551395; 2
HDO; Hondo Municipal; Hondo; TX; USA; 29.359528; -99.17667; 0.49821624; 0.17723763; 2
HEE; Thompson-Robbins; Helena-West Helena; AR; USA; 34.57649; -90.67589; 0.6460931; 0.36349028; 2
HEF; Manassas Reg./Harry P Davis; Manassas; VA; USA; 38.721416; -77.51544; 0.8507498; 0.5543215; 2
HEI; Hettinger Municipal; Hettinger; ND; USA; 46.014946; -102.655975; 0.45963266; 0.76851255; 2
HEQ; Holyoke; Holyoke; CO; USA; 40.56943; -102.27269; 0.45766193; 0.5766245; 2
HEZ; Natchez-Adams County; Natchez; MS; USA; 31.61366; -91.29733; 0.63862413; 0.2582112; 2
HFD; Hartford Brainard; Hartford; CT; USA; 41.736267; -72.650215; 0.91161454; 0.6864413; 2
HFY; Greenwood Municipal; Indianapolis/Greenwood; IN; USA; 39.628418; -86.08789; 0.71268; 0.55170125; 2
HGR; Hagerstown Regional-Richard Henson; Hagerstown; MD; USA; 39.707943; -77.7295; 0.84342146; 0.5874608; 2
HHF; Hemphill County; Canadian; TX; USA; 35.89531; -100.40364; 0.48232627; 0.40870404; 2
HHG; Huntington Municipal; Huntington; IN; USA; 40.85299; -85.45942; 0.7197472; 0.59652996; 2
HHR; Jack Northrop Field/Hawthorne Municipal; Hawthorne; CA; USA; 33.92284; -118.33519; 0.17693594; 0.41152847; 2
HHW; Stan Stamper Municipal; Hugo; OK; USA; 34.034824; -95.54191; 0.5635979; 0.34012777; 2
HI01; Princeville; Hanalei; HI; USA; 22.20919; -159.44554; 0.3133374; 0.1597116; 2
HIB; Chisholm-Hibbing; Hibbing; MN; USA; 47.3866; -92.839; 0.6005075; 0.8119735; 2
HIE; Mt Washington Regional; Whitefield; NH; USA; 44.367615; -71.54447; 0.9141087; 0.7832223; 2
HIG; Higginsville Industrial Municipal; Higginsville; MO; USA; 39.073345; -93.67716; 0.59288657; 0.5190269; 2
HII; Lake Havasu City; Lake Havasu City; AZ; USA; 34.56816; -114.35618; 0.24608481; 0.40950096; 2
HIO; Portland-Hillsboro; Hillsboro (Portland); OR; USA; 45.540394; -122.94983; 0.16864453; 0.83937037; 2
HJH; Hebron Municipal; Hebron; NE; USA; 40.15225; -97.586975; 0.53078413; 0.55676985; 2
HJO; Hanford Municipal; Hanford; CA; USA; 36.318523; -119.62887; 0.16779168; 0.5025244; 2
HKA; Blytheville Municipal; Blytheville; AR; USA; 35.940407; -89.8308; 0.65855664; 0.41305584; 2
HKS; Hawkins; Jackson; MS; USA; 32.334774; -90.222534; 0.6566252; 0.28531045; 2
HKY; Hickory Municipal; Hickory; NC; USA; 35.741146; -81.38955; 0.7990549; 0.43197006; 2
HLC; Hill City Municipal; Hill City; KS; USA; 39.378838; -99.8315; 0.49480873; 0.53113973; 2
HLG; Wheeling-Ohio Cty; Wheeling; WV; USA; 40.175; -80.64628; 0.7963622; 0.5900543; 2
HLN; Helena Regional; Helena; MT; USA; 46.60682; -111.98275; 0.327875; 0.8159023; 2
HLX; Twin County; Galax; VA; USA; 36.766113; -80.82356; 0.8049817; 0.47024763; 2
HMT; Hemet-Ryan; Hemet; CA; USA; 33.733982; -117.02253; 0.19795682; 0.39645946; 2
HMZ; Bedford County; Bedford; PA; USA; 40.08537; -78.512215; 0.8297923; 0.5966724; 2
HNB; Huntingburg; Huntingburg; IN; USA; 38.249027; -86.95372; 0.70176786; 0.50082093; 2
HNH; Hoonah; Hoonah; AK; USA; 58.096092; -135.4097; 0.25844204; 0.113140404; 2
HNL; Honolulu International; Honolulu; HI; USA; 21.318691; -157.92241; 0.34285888; 0.12843853; 1
HNM; Hana; Hana; HI; USA; 20.795637; -156.01443; 0.38010177; 0.11023539; 2
HNR; Harlan Municipal; Harlan; IA; USA; 41.58439; -95.33964; 0.5659552; 0.60707855; 2
HNS; Haines; Haines; AK; USA; 59.245228; -135.52211; 0.2557242; 0.12653619; 2
HNZ; Henderson-Oxford; Oxford; NC; USA; 36.36156; -78.52917; 0.8438129; 0.46707994; 2
HOB; Lea County Regional; Hobbs; NM; USA; 32.687527; -103.217026; 0.43038195; 0.30059916; 2
HOC; Highland County; Hillsboro; OH; USA; 39.18876; -83.53881; 0.75403124; 0.54428667; 2
HOE; Homerville; Homerville; GA; USA; 31.055916; -82.77414; 0.7897525; 0.26263046; 2
HOM; Homer; Homer; AK; USA; 59.645557; -151.47658; 0.19735704; 0.115801394; 2
HON; Huron Regional; Huron; SD; USA; 44.3852; -98.228546; 0.5227616; 0.7063427; 2
HOT; Memorial; Hot Springs; AR; USA; 34.478035; -93.09621; 0.6051125; 0.35701746; 2
HOU; William P Hobby; Houston; TX; USA; 29.645418; -95.27889; 0.56878895; 0.18571639; 2
HPB; Hooper Bay; Hooper Bay; AK; USA; 61.52418; -166.14677; 0.14637347; 0.14508343; 2
HPN; Westchester Cty; White Plains; NY; USA; 41.06696; -73.70757; 0.8990628; 0.65692735; 2
HPT; Hampton Municipal; Hampton; IA; USA; 42.723724; -93.22634; 0.5978568; 0.64824903; 2
HQG; Hugoton Municipal; Hugoton; KS; USA; 37.163082; -101.37053; 0.46771902; 0.45487195; 2
HQM; Bowerman; Hoquiam; WA; USA; 46.971203; -123.93656; 0.16346994; 0.89414036; 2
HQU; Thomson-McDuffie County; Thomson; GA; USA; 33.529728; -82.516785; 0.78696764; 0.34996146; 2
HQZ; Mesquite Metro; Mesquite; TX; USA; 32.746964; -96.53042; 0.54655033; 0.29470825; 2
HRI; Hermiston Muni; Hermiston; OR; USA; 45.82822; -119.25916; 0.22195832; 0.8255027; 2
HRL; Valley International; Harlingen; TX; USA; 26.228506; -97.654396; 0.52466303; 0.06682885; 2
HRO; Boone County; Harrison; AR; USA; 36.26152; -93.15473; 0.6029991; 0.41997796; 2
HRR; Healy River; Healy; AK; USA; 63.866207; -148.96898; 0.20419429; 0.1684593; 2
HRU; Herington Municipal; Herington; KS; USA; 38.683224; -96.80801; 0.5427847; 0.5045539; 2
HRX; Hereford Municipal; Hereford; TX; USA; 34.857616; -102.3272; 0.44883907; 0.37515825; 2
HSA; Stennis International; Bay St Louis; MS; USA; 30.367807; -89.45461; 0.6728344; 0.21776932; 2
HSB; Harrisburg-Raleigh; Harrisburg; IL; USA; 37.8115; -88.54914; 0.67679656; 0.48162007; 2
HSE; Billy Mitchell; Hatteras; NC; USA; 35.232788; -75.6178; 0.89616716; 0.44418103; 2
HSI; Hastings Municipal; Hastings; NE; USA; 40.60525; -98.42789; 0.5177907; 0.57324874; 2
HSL; Huslia; Huslia; AK; USA; 65.700554; -156.3875; 0.18096219; 0.1901508; 2
HSP; Ingalls; Hot Springs; VA; USA; 37.951443; -79.83389; 0.81687015; 0.51609457; 2
HSR; Hot Springs Municipal; Hot Springs; SD; USA; 43.368244; -103.38814; 0.4447978; 0.6771947; 2
HSV; Huntsville International; Huntsville; AL; USA; 34.640446; -86.77311; 0.7120113; 0.37427878; 2
HTH; Hawthorne Municipal; Hawthorne; NV; USA; 38.544365; -118.6343; 0.1948246; 0.57234526; 2
HTL; Roscommon County; Houghton Lake; MI; USA; 44.359806; -84.67111; 0.72323525; 0.72164345; 2
HTO; East Hampton; East Hampton; NY; USA; 40.95958; -72.251854; 0.9215831; 0.6623992; 2
HTS; Tri-State/Walker-Long; Huntington; WV; USA; 38.366665; -82.55803; 0.7719674; 0.5190774; 2
HTW; Lawrence County Airpark,Inc; Chesapeake; OH; USA; 38.41925; -82.49432; 0.7728289; 0.52116394; 2
HUF; Terre Haute International-Hulman; Terre Haute; IN; USA; 39.45146; -87.30756; 0.6937688; 0.5422827; 2
HUL; Houlton International; Houlton; ME; USA; 46.123085; -67.79205; 0.95690286; 0.86770993; 2
HUM; Houma-Terrebonne; Houma; LA; USA; 29.5665; -90.660416; 0.6522294; 0.18743634; 2
HUS; Hughes; Hughes; AK; USA; 66.04112; -154.26318; 0.18733832; 0.19410563; 2
HUT; Hutchinson Municipal; Hutchinson; KS; USA; 38.065483; -97.860634; 0.52561927; 0.48310244; 2
HVC; Hopkinsville-Christian County; Hopkinsville; KY; USA; 36.856583; -87.45725; 0.696287; 0.45048738; 2
HVE; Hanksville; Hanksville; UT; USA; 38.418037; -110.70404; 0.31958973; 0.5259384; 2
HVN; Tweed-New Haven; New Haven; CT; USA; 41.2639; -72.8871; 0.9104586; 0.6687652; 2
HVR; Havre City-County; Havre; MT; USA; 48.542984; -109.762344; 0.36506286; 0.8742218; 2
HVS; Hartsville Municipal; Hartsville; SC; USA; 34.403084; -80.119225; 0.82468355; 0.39106148; 2
HWD; Hayward Executive; Hayward; CA; USA; 37.659264; -122.122406; 0.13546991; 0.5662185; 2
HWI; Hawk Inlet SPB; Hawk Inlet; AK; USA; 58.12744; -134.75595; 0.26078135; 0.11469692; 2
HWO; North Perry; Hollywood; FL; USA; 26.001425; -80.240524; 0.85149413; 0.09991211; 2
HWQ; Wheatland County  At Harlowton; Harlowton; MT; USA; 46.45412; -109.854904; 0.35752365; 0.80259204; 2
HWV; Brookhaven; Shirley; NY; USA; 40.816765; -72.862045; 0.9130941; 0.6535927; 2
HXD; Hilton Head; Hilton Head Island; SC; USA; 32.22436; -80.69747; 0.82228607; 0.31249988; 2
HXF; Hartford Municipal; Hartford; WI; USA; 43.349277; -88.39113; 0.67007726; 0.67696995; 2
HYA; Barnstable Mun Boardman/Polando; Hyannis; MA; USA; 41.66934; -70.28036; 0.94726163; 0.6998643; 2
HYG; Hydaburg SPB; Hydaburg; AK; USA; 55.206318; -132.82831; 0.27449572; 0.08434528; 2
HYI; San Marcos Municipal; San Marcos; TX; USA; 29.893612; -97.86469; 0.5221988; 0.1948893; 2
HYL; Hollis SPB; Hollis; AK; USA; 55.481586; -132.64609; 0.2745804; 0.08795059; 2
HYR; Sawyer County; Hayward; WI; USA; 46.025856; -91.444244; 0.6215857; 0.76587707; 2
HYS; Hays Municipal; Hays; KS; USA; 38.84494; -99.27403; 0.50328827; 0.51170605; 2
HYW; Conway-Horry County; Conway; SC; USA; 33.8285; -79.12217; 0.84352046; 0.37599725; 2
HZD; Carroll County; Huntingdon; TN; USA; 36.089306; -88.463295; 0.6810508; 0.42107385; 2
HZE; Mercer County Regional; Hazen; ND; USA; 47.28986; -101.58095; 0.4766898; 0.81126446; 2
HZL; Hazleton Muni; Hazleton; PA; USA; 40.98678; -75.99489; 0.8647423; 0.64093244; 2
HZR; False River Air Park; New Roads; LA; USA; 30.718323; -91.47867; 0.6363195; 0.22650969; 2
HZY; Ashtabula County; Ashtabula; OH; USA; 41.777977; -80.69551; 0.7902114; 0.6457423; 2
I05; Sturgis Municipal; Sturgis; KY; USA; 37.540833; -87.951836; 0.68695706; 0.47341138; 2
I12; Sidney Municipal; Sidney; OH; USA; 40.24128; -84.15101; 0.7415971; 0.57911843; 2
I16; Kee; Pineville; WV; USA; 37.600445; -81.55928; 0.79034585; 0.49625087; 2
I18; Jackson County; Ravenswood; WV; USA; 38.92978; -81.81947; 0.7820037; 0.54168767; 2
I19; Greene County; Dayton; OH; USA; 39.691727; -83.990234; 0.7455579; 0.56037545; 2
I22; Randolph County; Winchester; IN; USA; 40.16885; -84.92585; 0.72967875; 0.5741044; 2
I23; Fayette County; Washington Court House; OH; USA; 39.5704; -83.420525; 0.7548455; 0.55808526; 2
I25; Welch Muni; Welch; WV; USA; 37.416782; -81.52899; 0.7914186; 0.48995405; 2
I32; Morehead-Rowan County; Morehead; KY; USA; 38.133415; -83.537964; 0.7569403; 0.50727385; 2
I34; Greensburg-Decatur County; Greensburg; IN; USA; 39.326912; -85.52253; 0.7222906; 0.5427204; 2
I35; Tucker-Guthrie Memorial; Harlan; KY; USA; 36.85981; -83.361015; 0.763324; 0.46324748; 2
I39; Madison County; Richmond; KY; USA; 37.631527; -84.33244; 0.74547166; 0.48690498; 2
I40; Richard Downing; Coshocton; OH; USA; 40.30918; -81.85338; 0.7771754; 0.58979505; 2
I42; Paoli Municipal; Paoli; IN; USA; 38.58339; -86.46249; 0.7089671; 0.51389784; 2
I43; James A Rhodes; Jackson; OH; USA; 38.981354; -82.57786; 0.76983494; 0.54053164; 2
I50; Stanton; Stanton; KY; USA; 37.850082; -83.84575; 0.75275755; 0.49624622; 2
I57; Pike County; Waverly; OH; USA; 39.166935; -82.92818; 0.7637496; 0.54572153; 2
I63; Mt. Sterling Municipal; Mt. Sterling; IL; USA; 39.9875; -90.80417; 0.6377162; 0.5543703; 2
I66; Clinton; Wilmington; OH; USA; 39.50286; -83.86305; 0.7480615; 0.55418074; 2
I67; Cincinnati West; Harrison; OH; USA; 39.258945; -84.77431; 0.7342969; 0.5426215; 2
I68; Lebanon-Warren County; Lebanon; OH; USA; 39.462173; -84.25185; 0.7420387; 0.5514477; 2
I69; Clermont County; Batavia; OH; USA; 39.078396; -84.210205; 0.7436919; 0.538115; 2
I74; Grimes; Urbana; OH; USA; 40.129284; -83.754875; 0.7480777; 0.5765192; 2
I75; Osceola Municipal; Osceola; IA; USA; 41.05222; -93.68966; 0.59167814; 0.58896023; 2
I76; Peru Municipal; Peru; IN; USA; 40.78632; -86.146385; 0.70924443; 0.59225357; 2
I78; Union County; Marysville; OH; USA; 40.224693; -83.35161; 0.75410867; 0.58126056; 2
I83; Salem Municipal; Salem; IN; USA; 38.602; -86.13998; 0.71408874; 0.5154439; 2
I86; Perry County; New Lexington; OH; USA; 39.691597; -82.197784; 0.7736981; 0.56685233; 2
I88; Pontiac Municipal; Pontiac; IL; USA; 40.92372; -88.6255; 0.6704978; 0.5911919; 2
I93; Breckinridge County; Hardinsburg; KY; USA; 37.78506; -86.441925; 0.71097845; 0.48585075; 2
I95; Hardin County; Kenton; OH; USA; 40.61072; -83.6436; 0.7485068; 0.5937749; 2
IAD; Washington Dulles International; Chantilly; VA; USA; 38.94453; -77.45581; 0.8507816; 0.56237745; 1
IAG; Niagara Falls Intl; Niagara Falls; NY; USA; 43.107258; -78.94538; 0.81178486; 0.6995551; 2
IAH; George Bush Intercontinental; Houston; TX; USA; 29.980473; -95.33972; 0.56764203; 0.19744998; 1
IAN; Bob Baker Memorial; Kiana; AK; USA; 66.97938; -160.43587; 0.16975287; 0.20707166; 2
IBM; Robert E. Arraj; Kimball; NE; USA; 41.188057; -103.67739; 0.43678185; 0.6011285; 2
ICL; Schenck; Clarinda; IA; USA; 40.721783; -95.02643; 0.5709723; 0.57668054; 2
ICT; Wichita Mid-Continent; Wichita; KS; USA; 37.64996; -97.433044; 0.5324155; 0.46819985; 2
IDA; Idaho Falls Regional; Idaho Falls; ID; USA; 43.514557; -112.07017; 0.31581447; 0.7093502; 2
IDI; Indiana Cty/Jimmy Stewart; Indiana; PA; USA; 40.63222; -79.10553; 0.8185678; 0.61286306; 2
IDL; Indianola Municipal; Indianola; MS; USA; 33.485744; -90.67888; 0.64732057; 0.32503897; 2
IDP; Independence Municipal; Independence; KS; USA; 37.15837; -95.77838; 0.55940294; 0.45051783; 2
IEM; Whittier; Whittier; AK; USA; 60.777214; -148.72157; 0.2067728; 0.13068616; 2
IEN; Pine Ridge; Pine Ridge; SD; USA; 43.022575; -102.51107; 0.45745492; 0.6634245; 2
IER; Natchitoches Municipal; Natchitoches; LA; USA; 31.73572; -93.09914; 0.6068132; 0.26036316; 2
IFA; Iowa Falls Municipal; Iowa Falls; IA; USA; 42.470787; -93.26995; 0.59734714; 0.63930273; 2
IFP; Laughlin/Bullhead International; Bullhead City; AZ; USA; 35.15739; -114.559525; 0.24509391; 0.43104738; 2
IGG; Igiugig; Igiugig; AK; USA; 59.323734; -155.90327; 0.1810805; 0.11171436; 2
IGM; Kingman; Kingman; AZ; USA; 35.25947; -113.93806; 0.25577247; 0.43122333; 2
IGQ; Lansing Municipal; Chicago/Lansing; IL; USA; 41.53989; -87.532166; 0.6863168; 0.6152581; 2
IGT; Nightmute; Nightmute; AK; USA; 60.470325; -164.68564; 0.15011568; 0.13082308; 2
IIB; Independence Municipal; Independence; IA; USA; 42.453598; -91.94762; 0.6174919; 0.6399085; 2
IIK; Kipnuk; Kipnuk; AK; USA; 59.932953; -164.03052; 0.15183681; 0.12367064; 2
IIY; Washington-Wilkes County; Washington; GA; USA; 33.779877; -82.81662; 0.78113574; 0.3574881; 2
IJD; Windham; Willimantic; CT; USA; 41.74404; -72.18024; 0.9185875; 0.68970263; 2
IJX; Jacksonville Municipal; Jacksonville; IL; USA; 39.774296; -90.23856; 0.6468974; 0.54771197; 2
IKK; Greater Kankakee; Kankakee; IL; USA; 41.071404; -87.84627; 0.68232733; 0.5980594; 2
IKV; Ankeny Regional; Ankeny; IA; USA; 41.691284; -93.56631; 0.59325236; 0.6116019; 2
ILE; Killeen Municipal; Killeen; TX; USA; 31.085833; -97.6865; 0.52584684; 0.23664033; 2
ILG; New Castle County; Wilmington; DE; USA; 39.678722; -75.60653; 0.8764893; 0.5979034; 2
ILI; Iliamna; Iliamna; AK; USA; 59.7538; -154.91096; 0.1847921; 0.116876304; 2
ILM; Wilmington International; Wilmington; NC; USA; 34.27061; -77.90256; 0.86231816; 0.3977707; 2
IML; Imperial Municipal; Imperial; NE; USA; 40.509304; -101.62053; 0.46777466; 0.5734273; 2
IMM; Immokalee; Immokalee; FL; USA; 26.433167; -81.40103; 0.82853425; 0.10886997; 2
IMS; Madison Municipal; Madison; IN; USA; 38.75889; -85.46553; 0.7245112; 0.5229188; 2
IMT; Ford; Iron Mountain/Kingsford; MI; USA; 45.818356; -88.11454; 0.66996074; 0.76394606; 2
IN03; Indianapolis Downtown; Indianapolis; IN; USA; 39.765877; -86.14887; 0.71141964; 0.55636716; 2
IND; Indianapolis International; Indianapolis; IN; USA; 39.71733; -86.29439; 0.70923245; 0.5542605; 1
INK; Winkler County; Wink; TX; USA; 31.779629; -103.20136; 0.42921782; 0.268681; 2
INL; Falls International; International Falls; MN; USA; 48.56619; -93.40307; 0.59186167; 0.85254115; 2
INT; Smith Reynolds; Winston-Salem; NC; USA; 36.13372; -80.222; 0.81696343; 0.45089877; 2
INW; Winslow-Lindbergh Regional; Winslow; AZ; USA; 35.021915; -110.72253; 0.3083019; 0.40733695; 2
IOB; Mt Sterling-Montgomery County; Mount Sterling; KY; USA; 38.05814; -83.97958; 0.75004935; 0.50308377; 2
IOW; Iowa City Municipal; Iowa City; IA; USA; 41.639244; -91.5465; 0.62439567; 0.61166656; 2
IPJ; Lincoln County; Lincolnton; NC; USA; 35.48333; -81.161255; 0.8036663; 0.42395896; 2
IPL; Imperial County; Imperial; CA; USA; 32.83422; -115.57874; 0.21831805; 0.35654122; 2
IPT; Williamsport-Lycoming Cty; Williamsport; PA; USA; 41.241837; -76.9211; 0.849569; 0.6448014; 2
IRK; Kirksville Regional; Kirksville; MO; USA; 40.093643; -92.54497; 0.61019444; 0.55601406; 2
IRS; Kirsch Municipal; Sturgis; MI; USA; 41.812874; -85.439064; 0.71783274; 0.6302792; 2
ISM; Kissimmee Municipal; Orlando; FL; USA; 28.289806; -81.43708; 0.82200736; 0.17264676; 2
ISN; Sloulin Field International; Williston; ND; USA; 48.17794; -103.64235; 0.44900757; 0.8454789; 2
ISO; Kinston Regional Jetport At Stallin; Kinston; NC; USA; 35.32808; -77.615524; 0.86285955; 0.43600768; 2
ISP; Long Island - MacArthur; Islip; NY; USA; 40.795242; -73.10021; 0.90959555; 0.6513523; 2
ISQ; Schoolcraft County; Manistique; MI; USA; 45.97464; -86.17183; 0.69766885; 0.77380466; 2
ISW; Alexander; Wisconsin Rapids; WI; USA; 44.36034; -89.838974; 0.64699346; 0.709803; 2
ISZ; Cincinnati-Blue Ash; Cincinnati; OH; USA; 39.246693; -84.38897; 0.7404264; 0.5434325; 2
ITH; Tompkins Cty; Ithaca; NY; USA; 42.491028; -76.45844; 0.85125464; 0.6903999; 2
ITO; Hilo International; Hilo; HI; USA; 19.720263; -155.04848; 0.3991464; 0.07290554; 2
ITR; Kit Carson County; Burlington; CO; USA; 39.2425; -102.285385; 0.45562428; 0.5298299; 2
IWA; Williams Gateway; Phoenix; AZ; USA; 33.307835; -111.65547; 0.2868714; 0.3518594; 2
IWD; Gogebic County; Ironwood; MI; USA; 46.527473; -90.13139; 0.63988954; 0.78513235; 2
IWH; Wabash Municipal; Wabash; IN; USA; 40.76196; -85.79874; 0.71469355; 0.59236073; 2
IWI; Wiscasset; Wiscasset; ME; USA; 43.96142; -69.712555; 0.9426011; 0.78155506; 2
IWK; Wales; Wales; AK; USA; 65.62394; -168.09917; 0.14605303; 0.1965512; 2
IWS; West Houston; Houston; TX; USA; 29.818195; -95.67261; 0.56166697; 0.19170684; 2
IXD; New Century Aircenter; Olathe; KS; USA; 38.830906; -94.890305; 0.57356125; 0.5098607; 2
IYK; Inyokern; Inyokern; CA; USA; 35.658844; -117.82951; 0.19364254; 0.4678898; 2
IYS; Wasilla; Wasilla; AK; USA; 61.57196; -149.54056; 0.20349371; 0.14008862; 2
IZA; Santa Ynez; Santa Ynez; CA; USA; 34.60682; -120.07556; 0.15161824; 0.4470513; 2
IZG; Eastern Slopes Regional; Fryeburg; ME; USA; 43.991146; -70.947876; 0.92469484; 0.7742828; 2
JAC; Jackson Hole; Jackson; WY; USA; 43.607323; -110.73774; 0.33584183; 0.7071384; 2
JAN; Jackson International; Jackson; MS; USA; 32.311165; -90.07589; 0.6592126; 0.2847463; 2
JAS; Jasper County -Bell; Jasper; TX; USA; 30.890583; -94.034836; 0.59071535; 0.22994006; 2
JAU; Campbell County; Jacksboro; TN; USA; 36.334576; -84.162346; 0.7516042; 0.4419557; 2
JAX; Jacksonville International; Jacksonville; FL; USA; 30.494055; -81.68786; 0.81058687; 0.24780792; 2
JBR; Jonesboro Municipal; Jonesboro; AR; USA; 35.83186; -90.646164; 0.64511496; 0.40783542; 2
JCT; Kimble County; Junction; TX; USA; 30.51126; -99.76346; 0.48853913; 0.21825147; 2
JDN; Jordan; Jordan; MT; USA; 47.333336; -106.93396; 0.4011975; 0.8238687; 2
JEF; Jefferson City Memorial; Jefferson City; MO; USA; 38.59118; -92.15614; 0.61759096; 0.5033123; 2
JER; Jerome County; Jerome; ID; USA; 42.726635; -114.45715; 0.2774155; 0.69302255; 2
JES; Jesup-Wayne County; Jesup; GA; USA; 31.554083; -81.883446; 0.80386007; 0.2837754; 2
JFK; John F Kennedy Intl; New York; NY; USA; 40.63975; -73.77892; 0.9000586; 0.64180946; 1
JFX; Walker County; Jasper; AL; USA; 33.901997; -87.31416; 0.7042873; 0.34685534; 2
JHM; Kapalua; Lahaina; HI; USA; 20.962936; -156.67303; 0.36722836; 0.11600721; 2
JHW; Chautauqua Cty; Jamestown; NY; USA; 42.15337; -79.25803; 0.8106363; 0.6650401; 2
JKA; Jack Edwards; Gulf Shores; AL; USA; 30.289516; -87.67371; 0.70475626; 0.21923184; 2
JKJ; Moorhead Municipal; Moorhead; MN; USA; 46.83919; -96.66313; 0.546301; 0.7916913; 2
JKL; Julian Carroll; Jackson; KY; USA; 37.59386; -83.31725; 0.7619889; 0.48914784; 2
JLN; Joplin Regional; Joplin; MO; USA; 37.151814; -94.49827; 0.58040375; 0.45060682; 2
JMR; Mora Municipal; Mora; MN; USA; 45.886097; -93.27178; 0.59527576; 0.7592828; 2
JMS; Jamestown Municipal; Jamestown; ND; USA; 46.929718; -98.67819; 0.5175929; 0.79570085; 2
JNU; Juneau International; Juneau; AK; USA; 58.35496; -134.57628; 0.2609617; 0.117709935; 1
JNX; Johnston County; Smithfield; NC; USA; 35.540943; -78.39033; 0.84924686; 0.4392709; 2
JOT; Joliet Park District; Chicago/Joliet; IL; USA; 41.51806; -88.175255; 0.6764631; 0.61305726; 2
JQF; Concord Regional; Concord; NC; USA; 35.38521; -80.70972; 0.8114753; 0.42255062; 2
JRA; Port Authority-W 30th St Midtown Heliport; New York; NY; USA; 40.754547; -74.00708; 0.8960353; 0.64437175; 2
JRB; Downtown Manhattan/Wall St. Heliport; New York; NY; USA; 40.701214; -74.009026; 0.89626217; 0.64252555; 2
JRF; Kalaeloa (John Rodgers); Kapolei; HI; USA; 21.307354; -158.0703; 0.33997428; 0.12806296; 2
JSO; Jacksonville-Cherokee County; Jacksonville; TX; USA; 31.869337; -95.21739; 0.56951785; 0.26384783; 2
JST; Johnstown-Cambria Cty; Johnstown; PA; USA; 40.316113; -78.83395; 0.8239373; 0.6031477; 2
JVL; Rock County; Janesville; WI; USA; 42.619583; -89.04034; 0.66145796; 0.65006876; 2
JVY; Clark County; Jeffersonville; IN; USA; 38.365623; -85.7383; 0.72104853; 0.5082804; 2
JWG; Watonga; Watonga; OK; USA; 35.864693; -98.42075; 0.51536924; 0.40562028; 2
JWN; John C. Tune; Nashville; TN; USA; 36.18236; -86.88673; 0.70699805; 0.42821842; 2
JXN; Jackson County Reynolds; Jackson; MI; USA; 42.259785; -84.459404; 0.7316625; 0.64887875; 2
JYG; St James Municipal; St James; MN; USA; 43.986317; -94.55794; 0.57725245; 0.69194394; 2
JYL; Plantation Airpark; Sylvania; GA; USA; 32.645447; -81.5965; 0.8054234; 0.3230387; 2
JYM; Hillsdale Municipal; Hillsdale; MI; USA; 41.92126; -84.58576; 0.73059475; 0.63662857; 2
JYO; Leesburg Executive; Leesburg; VA; USA; 39.077972; -77.5575; 0.8486443; 0.56647867; 2
JYR; Municipal; York; NE; USA; 40.89675; -97.62278; 0.53048694; 0.58309555; 2
